,file_name,ch,strain,time,treatment,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,,,,,,,,,,,
6957,CoV-FISH-10_Vero_8h_Vic_INF_R2_00011_ch4_results_cell_7.npz,4,Vic,8,INF,1513,153,1,1360,,,,,,,,,,,
6958,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch3_results_cell_0.npz,3,Vic,8,INF,17,17,0,,,,,,,,,,,,
6959,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch3_results_cell_1.npz,3,Vic,8,INF,867,48,4,204.75,,,,,,,,,,,
6960,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch3_results_cell_2.npz,3,Vic,8,INF,47565,5064,259,164.0965251,,,,,,,,,,,
6961,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch3_results_cell_3.npz,3,Vic,8,INF,2960,240,7,388.5714286,,,,,,,,,,,
6962,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch3_results_cell_4.npz,3,Vic,8,INF,1,1,0,,,,,,,,,,,,
6963,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch3_results_cell_5.npz,3,Vic,8,INF,79,79,0,,,,,,,,,,,,
6964,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch3_results_cell_6.npz,3,Vic,8,INF,5,5,0,,,,,,,,,,,,
6965,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch3_results_cell_7.npz,3,Vic,8,INF,8058,1028,19,370,,,,,,,,,,,
6966,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch3_results_cell_8.npz,3,Vic,8,INF,0,0,0,,,,,,,,,,,,
6967,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch4_results_cell_0.npz,4,Vic,8,INF,2,2,0,,,,,,,,,,,,
6968,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch4_results_cell_1.npz,4,Vic,8,INF,15,15,0,,,,,,,,,,,,
6969,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch4_results_cell_2.npz,4,Vic,8,INF,25057,3776,199,106.9396985,,,,,,,,,,,
6970,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch4_results_cell_3.npz,4,Vic,8,INF,3327,122,11,291.3636364,,,,,,,,,,,
6971,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch4_results_cell_4.npz,4,Vic,8,INF,0,0,0,,,,,,,,,,,,
6972,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch4_results_cell_5.npz,4,Vic,8,INF,2,2,0,,,,,,,,,,,,
6973,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch4_results_cell_6.npz,4,Vic,8,INF,0,0,0,,,,,,,,,,,,
6974,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch4_results_cell_7.npz,4,Vic,8,INF,5459,334,20,256.25,,,,,,,,,,,
6975,CoV-FISH-10_Vero_8h_Vic_INF_R2_00012_ch4_results_cell_8.npz,4,Vic,8,INF,1,1,0,,,,,,,,,,,,
6976,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch3_results_cell_0.npz,3,Vic,8,INF,6,6,0,,,,,,,,,,,,
6977,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch3_results_cell_1.npz,3,Vic,8,INF,6,6,0,,,,,,,,,,,,
6978,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch3_results_cell_2.npz,3,Vic,8,INF,3,3,0,,,,,,,,,,,,
6979,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch3_results_cell_3.npz,3,Vic,8,INF,9,9,0,,,,,,,,,,,,
6980,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch3_results_cell_4.npz,3,Vic,8,INF,50161,6563,141,309.2056738,,,,,,,,,,,
6981,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch3_results_cell_5.npz,3,Vic,8,INF,60,60,0,,,,,,,,,,,,
6982,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch3_results_cell_6.npz,3,Vic,8,INF,21,21,0,,,,,,,,,,,,
6983,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch3_results_cell_7.npz,3,Vic,8,INF,59604,7319,202,258.8366337,,,,,,,,,,,
6984,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch3_results_cell_8.npz,3,Vic,8,INF,43,43,0,,,,,,,,,,,,
6985,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch3_results_cell_9.npz,3,Vic,8,INF,8,8,0,,,,,,,,,,,,
6986,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch4_results_cell_0.npz,4,Vic,8,INF,8,8,0,,,,,,,,,,,,
6987,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch4_results_cell_1.npz,4,Vic,8,INF,24,24,0,,,,,,,,,,,,
6988,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch4_results_cell_2.npz,4,Vic,8,INF,11,11,0,,,,,,,,,,,,
6989,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch4_results_cell_3.npz,4,Vic,8,INF,23,23,0,,,,,,,,,,,,
6990,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch4_results_cell_4.npz,4,Vic,8,INF,185866,9080,407,434.3636364,,,,,,,,,,,
6991,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch4_results_cell_5.npz,4,Vic,8,INF,117,117,0,,,,,,,,,,,,
6992,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch4_results_cell_6.npz,4,Vic,8,INF,42,42,0,,,,,,,,,,,,
6993,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch4_results_cell_7.npz,4,Vic,8,INF,324532,9458,454,693.9955947,,,,,,,,,,,
6994,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch4_results_cell_8.npz,4,Vic,8,INF,77,70,1,7,,,,,,,,,,,
6995,CoV-FISH-10_Vero_8h_Vic_INF_R2_00013_ch4_results_cell_9.npz,4,Vic,8,INF,20,20,0,,,,,,,,,,,,
6996,CoV-FISH-10_Vero_8h_Vic_INF_R3_00001_ch3_results_cell_0.npz,3,Vic,8,INF,780,280,2,250,,,,,,,,,,,
6997,CoV-FISH-10_Vero_8h_Vic_INF_R3_00001_ch3_results_cell_1.npz,3,Vic,8,INF,4231,243,8,498.5,,,,,,,,,,,
6998,CoV-FISH-10_Vero_8h_Vic_INF_R3_00001_ch3_results_cell_2.npz,3,Vic,8,INF,7,7,0,,,,,,,,,,,,
6999,CoV-FISH-10_Vero_8h_Vic_INF_R3_00001_ch4_results_cell_0.npz,4,Vic,8,INF,2,2,0,,,,,,,,,,,,
7000,CoV-FISH-10_Vero_8h_Vic_INF_R3_00001_ch4_results_cell_1.npz,4,Vic,8,INF,49,49,0,,,,,,,,,,,,
7001,CoV-FISH-10_Vero_8h_Vic_INF_R3_00001_ch4_results_cell_2.npz,4,Vic,8,INF,1,1,0,,,,,,,,,,,,
7002,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch3_results_cell_0.npz,3,Vic,8,INF,11,11,0,,,,,,,,,,,,
7003,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch3_results_cell_1.npz,3,Vic,8,INF,6,6,0,,,,,,,,,,,,
7004,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch3_results_cell_2.npz,3,Vic,8,INF,56685,4202,163,321.9815951,,,,,,,,,,,
7005,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch3_results_cell_3.npz,3,Vic,8,INF,1297,104,3,397.6666667,,,,,,,,,,,
7006,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch3_results_cell_4.npz,3,Vic,8,INF,55697,4548,239,214.0125523,,,,,,,,,,,
7007,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch3_results_cell_5.npz,3,Vic,8,INF,487,114,1,373,,,,,,,,,,,
7008,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch3_results_cell_6.npz,3,Vic,8,INF,3433,1755,15,111.8666667,,,,,,,,,,,
7009,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch3_results_cell_7.npz,3,Vic,8,INF,9501,398,14,650.2142857,,,,,,,,,,,
7010,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch3_results_cell_8.npz,3,Vic,8,INF,209020,7543,331,608.6918429,,,,,,,,,,,
7011,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch4_results_cell_0.npz,4,Vic,8,INF,0,0,0,,,,,,,,,,,,
7012,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch4_results_cell_1.npz,4,Vic,8,INF,0,0,0,,,,,,,,,,,,
7013,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch4_results_cell_2.npz,4,Vic,8,INF,18912,2428,87,189.4712644,,,,,,,,,,,
7014,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch4_results_cell_3.npz,4,Vic,8,INF,1,1,0,,,,,,,,,,,,
7015,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch4_results_cell_4.npz,4,Vic,8,INF,21486,2894,140,132.8,,,,,,,,,,,
7016,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch4_results_cell_5.npz,4,Vic,8,INF,38,38,0,,,,,,,,,,,,
7017,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch4_results_cell_6.npz,4,Vic,8,INF,22,22,0,,,,,,,,,,,,
7018,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch4_results_cell_7.npz,4,Vic,8,INF,448,100,1,348,,,,,,,,,,,
7019,CoV-FISH-10_Vero_8h_Vic_INF_R3_00002_ch4_results_cell_8.npz,4,Vic,8,INF,21468,2803,92,202.8804348,,,,,,,,,,,
7020,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch3_results_cell_0.npz,3,Vic,8,INF,3,3,0,,,,,,,,,,,,
7021,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch3_results_cell_1.npz,3,Vic,8,INF,4840,432,11,400.7272727,,,,,,,,,,,
7022,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch3_results_cell_2.npz,3,Vic,8,INF,63422,5520,196,295.4183673,,,,,,,,,,,
7023,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch3_results_cell_3.npz,3,Vic,8,INF,7,7,0,,,,,,,,,,,,
7024,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch3_results_cell_4.npz,3,Vic,8,INF,46263,5299,222,184.5225225,,,,,,,,,,,
7025,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch3_results_cell_5.npz,3,Vic,8,INF,412,36,1,376,,,,,,,,,,,
7026,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch4_results_cell_0.npz,4,Vic,8,INF,2,2,0,,,,,,,,,,,,
7027,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch4_results_cell_1.npz,4,Vic,8,INF,8833,453,15,558.6666667,,,,,,,,,,,
7028,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch4_results_cell_2.npz,4,Vic,8,INF,97977,7782,337,267.6409496,,,,,,,,,,,
7029,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch4_results_cell_3.npz,4,Vic,8,INF,34,34,0,,,,,,,,,,,,
7030,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch4_results_cell_4.npz,4,Vic,8,INF,119724,7087,289,389.7474048,,,,,,,,,,,
7031,CoV-FISH-10_Vero_8h_Vic_INF_R3_00003_ch4_results_cell_5.npz,4,Vic,8,INF,51,51,0,,,,,,,,,,,,
7032,CoV-FISH-10_Vero_8h_Vic_INF_R3_00004_ch3_results_cell_0.npz,3,Vic,8,INF,2566,460,16,131.625,,,,,,,,,,,
7033,CoV-FISH-10_Vero_8h_Vic_INF_R3_00004_ch3_results_cell_1.npz,3,Vic,8,INF,21153,5554,164,95.11585366,,,,,,,,,,,
7034,CoV-FISH-10_Vero_8h_Vic_INF_R3_00004_ch3_results_cell_2.npz,3,Vic,8,INF,3471,891,19,135.7894737,,,,,,,,,,,
7035,CoV-FISH-10_Vero_8h_Vic_INF_R3_00004_ch3_results_cell_3.npz,3,Vic,8,INF,5,5,0,,,,,,,,,,,,
7036,CoV-FISH-10_Vero_8h_Vic_INF_R3_00004_ch4_results_cell_0.npz,4,Vic,8,INF,723,403,3,106.6666667,,,,,,,,,,,
7037,CoV-FISH-10_Vero_8h_Vic_INF_R3_00004_ch4_results_cell_1.npz,4,Vic,8,INF,71885,6700,357,182.5910364,,,,,,,,,,,
7038,CoV-FISH-10_Vero_8h_Vic_INF_R3_00004_ch4_results_cell_2.npz,4,Vic,8,INF,5835,900,14,352.5,,,,,,,,,,,
7039,CoV-FISH-10_Vero_8h_Vic_INF_R3_00004_ch4_results_cell_3.npz,4,Vic,8,INF,21,21,0,,,,,,,,,,,,
7040,CoV-FISH-10_Vero_8h_Vic_INF_R3_00005_ch3_results_cell_0.npz,3,Vic,8,INF,2,2,0,,,,,,,,,,,,
7041,CoV-FISH-10_Vero_8h_Vic_INF_R3_00005_ch3_results_cell_1.npz,3,Vic,8,INF,2785,518,6,377.8333333,,,,,,,,,,,
7042,CoV-FISH-10_Vero_8h_Vic_INF_R3_00005_ch3_results_cell_2.npz,3,Vic,8,INF,16,16,0,,,,,,,,,,,,
7043,CoV-FISH-10_Vero_8h_Vic_INF_R3_00005_ch3_results_cell_3.npz,3,Vic,8,INF,1080,229,2,425.5,,,,,,,,,,,
7044,CoV-FISH-10_Vero_8h_Vic_INF_R3_00005_ch4_results_cell_0.npz,4,Vic,8,INF,0,0,0,,,,,,,,,,,,
7045,CoV-FISH-10_Vero_8h_Vic_INF_R3_00005_ch4_results_cell_1.npz,4,Vic,8,INF,65,65,0,,,,,,,,,,,,
7046,CoV-FISH-10_Vero_8h_Vic_INF_R3_00005_ch4_results_cell_2.npz,4,Vic,8,INF,0,0,0,,,,,,,,,,,,
7047,CoV-FISH-10_Vero_8h_Vic_INF_R3_00005_ch4_results_cell_3.npz,4,Vic,8,INF,32,32,0,,,,,,,,,,,,
7048,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch3_results_cell_0.npz,3,Vic,8,INF,55563,6263,282,174.822695,,,,,,,,,,,
7049,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch3_results_cell_1.npz,3,Vic,8,INF,5455,297,16,322.375,,,,,,,,,,,
7050,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch3_results_cell_2.npz,3,Vic,8,INF,4,4,0,,,,,,,,,,,,
7051,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch3_results_cell_3.npz,3,Vic,8,INF,106,106,0,,,,,,,,,,,,
7052,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch3_results_cell_4.npz,3,Vic,8,INF,8143,682,20,373.05,,,,,,,,,,,
7053,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch3_results_cell_5.npz,3,Vic,8,INF,69,69,0,,,,,,,,,,,,
7054,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch4_results_cell_0.npz,4,Vic,8,INF,30187,4394,215,119.9674419,,,,,,,,,,,
7055,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch4_results_cell_1.npz,4,Vic,8,INF,4679,414,21,203.0952381,,,,,,,,,,,
7056,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch4_results_cell_2.npz,4,Vic,8,INF,5,5,0,,,,,,,,,,,,
7057,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch4_results_cell_3.npz,4,Vic,8,INF,36,36,0,,,,,,,,,,,,
7058,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch4_results_cell_4.npz,4,Vic,8,INF,7798,570,30,240.9333333,,,,,,,,,,,
7059,CoV-FISH-10_Vero_8h_Vic_INF_R3_00006_ch4_results_cell_5.npz,4,Vic,8,INF,807,48,3,253,,,,,,,,,,,
7060,CoV-FISH-10_Vero_8h_Vic_INF_R3_00007_ch3_results_cell_0.npz,3,Vic,8,INF,148360,9053,359,388.0417827,,,,,,,,,,,
7061,CoV-FISH-10_Vero_8h_Vic_INF_R3_00007_ch3_results_cell_1.npz,3,Vic,8,INF,61,61,0,,,,,,,,,,,,
7062,CoV-FISH-10_Vero_8h_Vic_INF_R3_00007_ch3_results_cell_2.npz,3,Vic,8,INF,12,12,0,,,,,,,,,,,,
7063,CoV-FISH-10_Vero_8h_Vic_INF_R3_00007_ch4_results_cell_0.npz,4,Vic,8,INF,5923,2023,38,102.6315789,,,,,,,,,,,
7064,CoV-FISH-10_Vero_8h_Vic_INF_R3_00007_ch4_results_cell_1.npz,4,Vic,8,INF,1,1,0,,,,,,,,,,,,
7065,CoV-FISH-10_Vero_8h_Vic_INF_R3_00007_ch4_results_cell_2.npz,4,Vic,8,INF,0,0,0,,,,,,,,,,,,
7066,CoV-FISH-10_Vero_8h_Vic_INF_R3_00008_ch3_results_cell_0.npz,3,Vic,8,INF,277,53,1,224,,,,,,,,,,,
7067,CoV-FISH-10_Vero_8h_Vic_INF_R3_00008_ch3_results_cell_1.npz,3,Vic,8,INF,45551,9522,267,134.9400749,,,,,,,,,,,
7068,CoV-FISH-10_Vero_8h_Vic_INF_R3_00008_ch3_results_cell_2.npz,3,Vic,8,INF,336,146,2,95,,,,,,,,,,,
7069,CoV-FISH-10_Vero_8h_Vic_INF_R3_00008_ch3_results_cell_3.npz,3,Vic,8,INF,30,30,0,,,,,,,,,,,,
7070,CoV-FISH-10_Vero_8h_Vic_INF_R3_00008_ch4_results_cell_0.npz,4,Vic,8,INF,88,83,1,5,,,,,,,,,,,
7071,CoV-FISH-10_Vero_8h_Vic_INF_R3_00008_ch4_results_cell_1.npz,4,Vic,8,INF,113237,9832,454,227.7643172,,,,,,,,,,,
7072,CoV-FISH-10_Vero_8h_Vic_INF_R3_00008_ch4_results_cell_2.npz,4,Vic,8,INF,988,202,2,393,,,,,,,,,,,
7073,CoV-FISH-10_Vero_8h_Vic_INF_R3_00008_ch4_results_cell_3.npz,4,Vic,8,INF,84,84,0,,,,,,,,,,,,
7074,CoV-FISH-10_Vero_8h_Vic_INF_R3_00009_ch3_results_cell_0.npz,3,Vic,8,INF,6776,618,20,307.9,,,,,,,,,,,
7075,CoV-FISH-10_Vero_8h_Vic_INF_R3_00009_ch3_results_cell_1.npz,3,Vic,8,INF,70678,6102,178,362.7865169,,,,,,,,,,,
7076,CoV-FISH-10_Vero_8h_Vic_INF_R3_00009_ch3_results_cell_2.npz,3,Vic,8,INF,18812,1704,57,300.1403509,,,,,,,,,,,
7077,CoV-FISH-10_Vero_8h_Vic_INF_R3_00009_ch3_results_cell_3.npz,3,Vic,8,INF,1401,302,3,366.3333333,,,,,,,,,,,
7078,CoV-FISH-10_Vero_8h_Vic_INF_R3_00009_ch3_results_cell_4.npz,3,Vic,8,INF,38024,7987,77,390.0909091,,,,,,,,,,,
7079,CoV-FISH-10_Vero_8h_Vic_INF_R3_00009_ch4_results_cell_0.npz,4,Vic,8,INF,6,6,0,,,,,,,,,,,,
7080,CoV-FISH-10_Vero_8h_Vic_INF_R3_00009_ch4_results_cell_1.npz,4,Vic,8,INF,197,184,2,6.5,,,,,,,,,,,
7081,CoV-FISH-10_Vero_8h_Vic_INF_R3_00009_ch4_results_cell_2.npz,4,Vic,8,INF,482,249,11,21.18181818,,,,,,,,,,,
7082,CoV-FISH-10_Vero_8h_Vic_INF_R3_00009_ch4_results_cell_3.npz,4,Vic,8,INF,25,25,0,,,,,,,,,,,,
7083,CoV-FISH-10_Vero_8h_Vic_INF_R3_00009_ch4_results_cell_4.npz,4,Vic,8,INF,209,160,8,6.125,,,,,,,,,,,
7084,CoV-FISH-10_Vero_8h_Vic_INF_R3_00010_ch3_results_cell_0.npz,3,Vic,8,INF,6,6,0,,,,,,,,,,,,
7085,CoV-FISH-10_Vero_8h_Vic_INF_R3_00010_ch3_results_cell_1.npz,3,Vic,8,INF,4375,565,22,173.1818182,,,,,,,,,,,
7086,CoV-FISH-10_Vero_8h_Vic_INF_R3_00010_ch3_results_cell_2.npz,3,Vic,8,INF,50,50,0,,,,,,,,,,,,
7087,CoV-FISH-10_Vero_8h_Vic_INF_R3_00010_ch3_results_cell_3.npz,3,Vic,8,INF,137125,8293,395,326.156962,,,,,,,,,,,
7088,CoV-FISH-10_Vero_8h_Vic_INF_R3_00010_ch3_results_cell_4.npz,3,Vic,8,INF,9,9,0,,,,,,,,,,,,
7089,CoV-FISH-10_Vero_8h_Vic_INF_R3_00010_ch4_results_cell_0.npz,4,Vic,8,INF,25,25,0,,,,,,,,,,,,
7090,CoV-FISH-10_Vero_8h_Vic_INF_R3_00010_ch4_results_cell_1.npz,4,Vic,8,INF,5335,586,9,527.6666667,,,,,,,,,,,
7091,CoV-FISH-10_Vero_8h_Vic_INF_R3_00010_ch4_results_cell_2.npz,4,Vic,8,INF,2004,111,2,946.5,,,,,,,,,,,
7092,CoV-FISH-10_Vero_8h_Vic_INF_R3_00010_ch4_results_cell_3.npz,4,Vic,8,INF,324372,10790,518,605.3706564,,,,,,,,,,,
7093,CoV-FISH-10_Vero_8h_Vic_INF_R3_00010_ch4_results_cell_4.npz,4,Vic,8,INF,46,46,0,,,,,,,,,,,,
7094,CoV-FISH-10_Vero_8h_Vic_INF_R3_00011_ch3_results_cell_0.npz,3,Vic,8,INF,28,28,0,,,,,,,,,,,,
7095,CoV-FISH-10_Vero_8h_Vic_INF_R3_00011_ch3_results_cell_1.npz,3,Vic,8,INF,895,227,1,668,,,,,,,,,,,
7096,CoV-FISH-10_Vero_8h_Vic_INF_R3_00011_ch3_results_cell_2.npz,3,Vic,8,INF,116526,13430,262,393.4961832,,,,,,,,,,,
7097,CoV-FISH-10_Vero_8h_Vic_INF_R3_00011_ch4_results_cell_0.npz,4,Vic,8,INF,1137,73,1,1064,,,,,,,,,,,
7098,CoV-FISH-10_Vero_8h_Vic_INF_R3_00011_ch4_results_cell_1.npz,4,Vic,8,INF,229,223,1,6,,,,,,,,,,,
7099,CoV-FISH-10_Vero_8h_Vic_INF_R3_00011_ch4_results_cell_2.npz,4,Vic,8,INF,153107,13838,424,328.4646226,,,,,,,,,,,
7100,CoV-FISH-10_Vero_8h_Vic_INF_R3_00012_ch3_results_cell_0.npz,3,Vic,8,INF,54,54,0,,,,,,,,,,,,
7101,CoV-FISH-10_Vero_8h_Vic_INF_R3_00012_ch3_results_cell_1.npz,3,Vic,8,INF,12,12,0,,,,,,,,,,,,
7102,CoV-FISH-10_Vero_8h_Vic_INF_R3_00012_ch3_results_cell_2.npz,3,Vic,8,INF,76616,7660,202,341.3663366,,,,,,,,,,,
7103,CoV-FISH-10_Vero_8h_Vic_INF_R3_00012_ch3_results_cell_3.npz,3,Vic,8,INF,17,17,0,,,,,,,,,,,,
7104,CoV-FISH-10_Vero_8h_Vic_INF_R3_00012_ch3_results_cell_4.npz,3,Vic,8,INF,1817,161,3,552,,,,,,,,,,,
7105,CoV-FISH-10_Vero_8h_Vic_INF_R3_00012_ch4_results_cell_0.npz,4,Vic,8,INF,76,76,0,,,,,,,,,,,,
7106,CoV-FISH-10_Vero_8h_Vic_INF_R3_00012_ch4_results_cell_1.npz,4,Vic,8,INF,62,62,0,,,,,,,,,,,,
7107,CoV-FISH-10_Vero_8h_Vic_INF_R3_00012_ch4_results_cell_2.npz,4,Vic,8,INF,192669,10398,458,397.9716157,,,,,,,,,,,
7108,CoV-FISH-10_Vero_8h_Vic_INF_R3_00012_ch4_results_cell_3.npz,4,Vic,8,INF,1157,45,1,1112,,,,,,,,,,,
7109,CoV-FISH-10_Vero_8h_Vic_INF_R3_00012_ch4_results_cell_4.npz,4,Vic,8,INF,1204,153,2,525.5,,,,,,,,,,,
7110,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch3_results_cell_0.npz,3,Vic,8,INF,6,6,0,,,,,,,,,,,,
7111,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch3_results_cell_1.npz,3,Vic,8,INF,16,16,0,,,,,,,,,,,,
7112,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch3_results_cell_2.npz,3,Vic,8,INF,4446,461,22,181.1363636,,,,,,,,,,,
7113,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch3_results_cell_3.npz,3,Vic,8,INF,616,218,5,79.6,,,,,,,,,,,
7114,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch3_results_cell_4.npz,3,Vic,8,INF,123,123,0,,,,,,,,,,,,
7115,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch3_results_cell_5.npz,3,Vic,8,INF,108577,10591,424,231.0990566,,,,,,,,,,,
7116,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch3_results_cell_6.npz,3,Vic,8,INF,326,326,0,,,,,,,,,,,,
7117,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch4_results_cell_0.npz,4,Vic,8,INF,36,36,0,,,,,,,,,,,,
7118,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch4_results_cell_1.npz,4,Vic,8,INF,27,27,0,,,,,,,,,,,,
7119,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch4_results_cell_2.npz,4,Vic,8,INF,10655,628,25,401.08,,,,,,,,,,,
7120,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch4_results_cell_3.npz,4,Vic,8,INF,2222,322,5,380,,,,,,,,,,,
7121,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch4_results_cell_4.npz,4,Vic,8,INF,2917,207,5,542,,,,,,,,,,,
7122,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch4_results_cell_5.npz,4,Vic,8,INF,175712,13953,558,289.890681,,,,,,,,,,,
7123,CoV-FISH-10_Vero_8h_Vic_INF_R3_00013_ch4_results_cell_6.npz,4,Vic,8,INF,3910,375,7,505,,,,,,,,,,,
7124,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00001_ch3_results_cell_0.npz,3,Vic,8,RDV,31,31,0,,,,,,,,,,,,
7125,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00001_ch3_results_cell_1.npz,3,Vic,8,RDV,361,361,0,,,,,,,,,,,,
7126,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00001_ch3_results_cell_2.npz,3,Vic,8,RDV,13,13,0,,,,,,,,,,,,
7127,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00001_ch3_results_cell_3.npz,3,Vic,8,RDV,29,29,0,,,,,,,,,,,,
7128,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00001_ch3_results_cell_4.npz,3,Vic,8,RDV,774,51,1,723,,,,,,,,,,,
7129,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00001_ch3_results_cell_5.npz,3,Vic,8,RDV,2208,58,3,716.6666667,,,,,,,,,,,
7130,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00001_ch3_results_cell_6.npz,3,Vic,8,RDV,35,35,0,,,,,,,,,,,,
7131,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00001_ch3_results_cell_7.npz,3,Vic,8,RDV,64,64,0,,,,,,,,,,,,
7132,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00001_ch4_results_cell_0.npz,4,Vic,8,RDV,13,13,0,,,,,,,,,,,,
7133,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00001_ch4_results_cell_1.npz,4,Vic,8,RDV,13,13,0,,,,,,,,,,,,
